date,total_purchase_amt,total_redeem_amt,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield
2014-08-13,1.3308906856911666,1.9845963658095291,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5.0,1.1138,4.175
2014-08-14,1.3115311236991578,1.3837108616031715,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5.0,1.1367,4.185
2014-08-15,1.2446012818845156,1.5441664926849394,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1129,4.17
2014-08-16,1.0945076671638712,1.4312073051354928,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1128,4.168
2014-08-17,0.7632873106357801,0.9111864555326535,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1126,4.165
2014-08-18,1.5191574676668802,1.692063533143137,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5.0,1.1122,4.159
2014-08-19,1.3558047053311857,1.664387028348965,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5.0,1.122,4.163
2014-08-20,1.5694376318957535,1.3217743960781845,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5.0,1.124,4.169
2014-08-21,1.281304928546186,1.4360974898148382,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5.0,1.1168,4.158
2014-08-22,1.253581060090046,1.1709356922926941,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.104,4.153
2014-08-23,0.7196909596349749,1.3016966871271964,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.0997,4.146
2014-08-24,0.66260639075699,1.2475247250025603,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.0993,4.139
2014-08-25,1.5755220708993989,2.039685716204436,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5.0,1.1122,4.139
2014-08-26,1.562141568465409,1.863833391050131,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5.0,1.1085,4.131
2014-08-27,1.537965836020371,3.056551639119404,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5.0,1.1079,4.123
2014-08-28,1.247304377138796,1.9448904299011984,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5.0,1.1043,4.116
2014-08-29,1.3616713672722498,1.7873015637149898,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1169,4.123
2014-08-30,1.0163817096561554,1.2820880988102523,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1206,4.134
2014-08-31,1.400021932930497,1.9125674475981598,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1204,4.146
